<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.11.24	12:00:00	1.18683	1.18987	1.18552	1.18964	12867	0	0
2017.11.24	16:00:00	1.18964	1.19443	1.18950	1.19278	17680	0	0
2017.11.24	20:00:00	1.19277	1.19388	1.19228	1.19287	7970	0	0
2017.11.27	00:00:00	1.19265	1.19358	1.19118	1.19206	7252	0	0
2017.11.27	04:00:00	1.19207	1.19290	1.19142	1.19283	4126	0	0
2017.11.27	08:00:00	1.19283	1.19567	1.19173	1.19303	13899	0	0
2017.11.27	12:00:00	1.19301	1.19611	1.19263	1.19589	12217	0	0
2017.11.27	16:00:00	1.19588	1.19588	1.18978	1.19023	21295	0	0
2017.11.27	20:00:00	1.19026	1.19060	1.18955	1.18978	7409	0	0
2017.11.28	00:00:00	1.18970	1.19086	1.18900	1.18993	6591	0	0
2017.11.28	04:00:00	1.18994	1.19087	1.18977	1.19018	5094	0	0
2017.11.28	08:00:00	1.19020	1.19199	1.18852	1.18917	14622	0	0
2017.11.28	12:00:00	1.18912	1.19003	1.18747	1.18939	12259	0	0
2017.11.28	16:00:00	1.18938	1.18990	1.18640	1.18695	23280	0	0
2017.11.28	20:00:00	1.18698	1.18704	1.18268	1.18372	21756	0	0
2017.11.29	00:00:00	1.18365	1.18528	1.18364	1.18417	7360	0	0
2017.11.29	04:00:00	1.18417	1.18562	1.18414	1.18511	5272	0	0
2017.11.29	08:00:00	1.18510	1.18827	1.18508	1.18664	13256	0	0
2017.11.29	12:00:00	1.18662	1.18672	1.18168	1.18375	16049	0	0
2017.11.29	16:00:00	1.18372	1.18658	1.18284	1.18514	22547	0	0
2017.11.29	20:00:00	1.18513	1.18649	1.18461	1.18468	11630	0	0
2017.11.30	00:00:00	1.18468	1.18682	1.18458	1.18610	7975	0	0
2017.11.30	04:00:00	1.18610	1.18709	1.18587	1.18643	5597	0	0
2017.11.30	08:00:00	1.18644	1.18759	1.18252	1.18294	13467	0	0
2017.11.30	12:00:00	1.18281	1.18636	1.18089	1.18588	16144	0	0
2017.11.30	16:00:00	1.18589	1.19315	1.18588	1.18915	26578	0	0
2017.11.30	20:00:00	1.18913	1.19147	1.18891	1.19035	13550	0	0
2017.12.01	00:00:00	1.19031	1.19157	1.18864	1.19094	8382	0	0
2017.12.01	04:00:00	1.19092	1.19293	1.19003	1.19272	8087	0	0
2017.12.01	08:00:00	1.19271	1.19403	1.19006	1.19024	18157	0	0
2017.12.01	12:00:00	1.19024	1.19112	1.18633	1.18691	20082	0	0
2017.12.01	16:00:00	1.18691	1.19346	1.18508	1.19062	43805	0	0
2017.12.01	20:00:00	1.19060	1.19105	1.18851	1.18919	13697	0	0
2017.12.04	00:00:00	1.18618	1.18758	1.18558	1.18750	8560	0	0
2017.12.04	04:00:00	1.18750	1.18758	1.18673	1.18675	5210	0	0
2017.12.04	08:00:00	1.18677	1.18786	1.18362	1.18518	18236	0	0
2017.12.04	12:00:00	1.18528	1.18674	1.18430	1.18456	18079	0	0
2017.12.04	16:00:00	1.18456	1.18599	1.18291	1.18438	23476	0	0
2017.12.04	20:00:00	1.18437	1.18682	1.18432	1.18656	9646	0	0
2017.12.05	00:00:00	1.18655	1.18747	1.18608	1.18729	8405	0	0
2017.12.05	04:00:00	1.18728	1.18765	1.18670	1.18673	5304	0	0
2017.12.05	08:00:00	1.18674	1.18766	1.18418	1.18529	14138	0	0
2017.12.05	12:00:00	1.18527	1.18739	1.18277	1.18348	14595	0	0
2017.12.05	16:00:00	1.18347	1.18428	1.18050	1.18057	30116	0	0
2017.12.05	20:00:00	1.18057	1.18296	1.18007	1.18261	11210	0	0
2017.12.06	00:00:00	1.18247	1.18313	1.18163	1.18265	7781	0	0
2017.12.06	04:00:00	1.18264	1.18480	1.18259	1.18440	8341	0	0
2017.12.06	08:00:00	1.18439	1.18441	1.18122	1.18234	15524	0	0
2017.12.06	12:00:00	1.18234	1.18335	1.18001	1.18078	15701	0	0
2017.12.06	16:00:00	1.18078	1.18083	1.17806	1.17930	19711	0	0
2017.12.06	20:00:00	1.17928	1.18006	1.17887	1.17948	9916	0	0
2017.12.07	00:00:00	1.17948	1.18088	1.17926	1.17983	7646	0	0
2017.12.07	04:00:00	1.17982	1.18068	1.17892	1.17919	6153	0	0
2017.12.07	08:00:00	1.17923	1.18048	1.17867	1.17891	10172	0	0
2017.12.07	12:00:00	1.17890	1.18007	1.17761	1.17994	12881	0	0
2017.12.07	16:00:00	1.17997	1.18001	1.17861	1.17971	18266	0	0
2017.12.07	20:00:00	1.17971	1.18147	1.17719	1.17719	15532	0	0
2017.12.08	00:00:00	1.17719	1.17765	1.17615	1.17633	7147	0	0
2017.12.08	04:00:00	1.17631	1.17694	1.17604	1.17651	6050	0	0
2017.12.08	08:00:00	1.17651	1.17678	1.17323	1.17367	16728	0	0
2017.12.08	12:00:00	1.17367	1.17689	1.17302	1.17625	18702	0	0
2017.12.08	16:00:00	1.17627	1.17719	1.17466	1.17561	23416	0	0
2017.12.08	20:00:00	1.17560	1.17736	1.17557	1.17731	7764	0	0
2017.12.11	00:00:00	1.17650	1.17779	1.17634	1.17769	7848	0	0
2017.12.11	04:00:00	1.17769	1.17843	1.17752	1.17802	5337	0	0
2017.12.11	08:00:00	1.17801	1.18006	1.17752	1.17972	12154	0	0
2017.12.11	12:00:00	1.17972	1.18033	1.17767	1.17782	11862	0	0
2017.12.11	16:00:00	1.17781	1.18118	1.17774	1.17918	16895	0	0
2017.12.11	20:00:00	1.17917	1.17942	1.17641	1.17685	7848	0	0
2017.12.12	00:00:00	1.17685	1.17797	1.17680	1.17693	5852	0	0
2017.12.12	04:00:00	1.17693	1.17754	1.17645	1.17729	3846	0	0
2017.12.12	08:00:00	1.17729	1.17927	1.17700	1.17833	12042	0	0
2017.12.12	12:00:00	1.17836	1.17859	1.17499	1.17506	12840	0	0
2017.12.12	16:00:00	1.17505	1.17520	1.17175	1.17235	18965	0	0
2017.12.12	20:00:00	1.17234	1.17488	1.17210	1.17410	10097	0	0
2017.12.13	00:00:00	1.17410	1.17481	1.17351	1.17431	4950	0	0
2017.12.13	04:00:00	1.17430	1.17620	1.17425	1.17546	4886	0	0
2017.12.13	08:00:00	1.17547	1.17627	1.17376	1.17492	8149	0	0
2017.12.13	12:00:00	1.17492	1.17709	1.17294	1.17577	16276	0	0
2017.12.13	16:00:00	1.17576	1.17704	1.17475	1.17629	18801	0	0
2017.12.13	20:00:00	1.17630	1.18315	1.17628	1.18257	26896	0	0
2017.12.14	00:00:00	1.18257	1.18437	1.18216	1.18423	10865	0	0
2017.12.14	04:00:00	1.18423	1.18423	1.18257	1.18267	6366	0	0
2017.12.14	08:00:00	1.18266	1.18376	1.18108	1.18192	14862	0	0
2017.12.14	12:00:00	1.18193	1.18625	1.18122	1.18208	24870	0	0
2017.12.14	16:00:00	1.18209	1.18267	1.17707	1.17878	25932	0	0
2017.12.14	20:00:00	1.17879	1.18013	1.17748	1.17773	14374	0	0
2017.12.15	00:00:00	1.17774	1.17902	1.17646	1.17845	9535	0	0
2017.12.15	04:00:00	1.17845	1.17911	1.17784	1.17837	7229	0	0
2017.12.15	08:00:00	1.17837	1.17986	1.17793	1.17971	11440	0	0
2017.12.15	12:00:00	1.17971	1.18124	1.17910	1.17995	14990	0	0
2017.12.15	16:00:00	1.17993	1.18002	1.17605	1.17648	23394	0	0
2017.12.15	20:00:00	1.17651	1.17655	1.17482	1.17505	12169	0	0
2017.12.18	00:00:00	1.17435	1.17570	1.17375	1.17565	12807	0	1
2017.12.18	04:00:00	1.17564	1.17652	1.17557	1.17608	6710	0	1
2017.12.18	08:00:00	1.17609	1.17951	1.17608	1.17892	21265	0	1
2017.12.18	12:00:00	1.17894	1.17992	1.17840	1.17936	18856	0	1
2017.12.18	16:00:00	1.17937	1.18344	1.17878	1.17904	25333	0	1
2017.12.18	20:00:00	1.17904	1.17977	1.17752	1.17812	12613	0	1
2017.12.19	00:00:00	1.17812	1.17856	1.17766	1.17822	8212	0	1
2017.12.19	04:00:00	1.17822	1.17958	1.17802	1.17924	6731	0	1
2017.12.19	08:00:00	1.17924	1.18186	1.17903	1.18064	21398	0	1
2017.12.19	12:00:00	1.18063	1.18320	1.17998	1.18266	24208	0	1
2017.12.19	16:00:00	1.18267	1.18303	1.18047	1.18287	30873	0	1
2017.12.19	20:00:00	1.18287	1.18486	1.18280	1.18385	14953	0	1
2017.12.20	00:00:00	1.18382	1.18461	1.18353	1.18420	7019	0	1
2017.12.20	04:00:00	1.18420	1.18470	1.18409	1.18458	5244	0	1
2017.12.20	08:00:00	1.18459	1.18542	1.18289	1.18376	21652	0	1
2017.12.20	12:00:00	1.18375	1.18580	1.18324	1.18440	23026	0	1
2017.12.20	16:00:00	1.18440	1.19017	1.18433	1.18768	34193	0	1
2017.12.20	20:00:00	1.18770	1.18890	1.18688	1.18702	12848	0	1
2017.12.21	00:00:00	1.18702	1.18822	1.18681	1.18708	10547	0	1
2017.12.21	04:00:00	1.18707	1.18758	1.18631	1.18679	6836	0	1
2017.12.21	08:00:00	1.18679	1.18867	1.18633	1.18807	20859	0	1
2017.12.21	12:00:00	1.18807	1.18896	1.18512	1.18585	22977	0	1
2017.12.21	16:00:00	1.18585	1.18791	1.18493	1.18677	23109	0	0
2017.12.21	20:00:00	1.18679	1.18788	1.18616	1.18724	10291	0	1
2017.12.22	00:00:00	1.18722	1.18754	1.18169	1.18444	17520	0	1
2017.12.22	04:00:00	1.18443	1.18517	1.18425	1.18495	6748	0	1
2017.12.22	08:00:00	1.18496	1.18620	1.18446	1.18488	21988	0	1
2017.12.22	12:00:00	1.18488	1.18571	1.18452	1.18546	20563	0	1
2017.12.22	16:00:00	1.18545	1.18568	1.18285	1.18530	23734	0	1
2017.12.22	20:00:00	1.18531	1.18639	1.18436	1.18630	12714	0	1
2017.12.26	04:00:00	1.18704	1.18708	1.18668	1.18704	642	0	6
2017.12.26	08:00:00	1.18705	1.18756	1.18576	1.18608	5002	0	1
2017.12.26	12:00:00	1.18607	1.18608	1.18466	1.18552	7105	0	1
2017.12.26	16:00:00	1.18552	1.18785	1.18552	1.18702	11400	0	1
2017.12.26	20:00:00	1.18703	1.18717	1.18578	1.18579	5974	0	1
2017.12.27	00:00:00	1.18579	1.18646	1.18551	1.18604	6516	0	1
2017.12.27	04:00:00	1.18604	1.18804	1.18593	1.18782	5799	0	1
2017.12.27	08:00:00	1.18783	1.18909	1.18645	1.18880	19168	0	1
2017.12.27	12:00:00	1.18879	1.19043	1.18804	1.19012	20890	0	1
2017.12.27	16:00:00	1.19013	1.19103	1.18854	1.18990	21061	0	1
2017.12.27	20:00:00	1.18993	1.19034	1.18846	1.18865	11750	0	1
2017.12.28	00:00:00	1.18865	1.19058	1.18864	1.19058	9406	0	1
2017.12.28	04:00:00	1.19056	1.19329	1.19023	1.19316	8165	0	1
2017.12.28	08:00:00	1.19315	1.19465	1.19260	1.19318	15513	0	1
2017.12.28	12:00:00	1.19317	1.19475	1.19234	1.19472	17455	0	1
2017.12.28	16:00:00	1.19472	1.19551	1.19363	1.19530	19907	0	1
2017.12.28	20:00:00	1.19531	1.19589	1.19391	1.19422	9426	0	1
2017.12.29	00:00:00	1.19422	1.19492	1.19362	1.19421	8376	0	1
2017.12.29	04:00:00	1.19422	1.19495	1.19376	1.19490	6231	0	1
2017.12.29	08:00:00	1.19490	1.19876	1.19459	1.19812	18690	0	1
2017.12.29	12:00:00	1.19812	1.19987	1.19734	1.19868	19550	0	1
2017.12.29	16:00:00	1.19868	1.20255	1.19856	1.20218	22664	0	1
2017.12.29	20:00:00	1.20217	1.20239	1.19841	1.20045	10153	0	1
2018.01.02	00:00:00	1.20088	1.20223	1.20007	1.20146	3905	0	16
2018.01.02	04:00:00	1.20152	1.20245	1.20069	1.20245	3433	0	3
2018.01.02	08:00:00	1.20246	1.20707	1.20227	1.20705	22197	0	1
2018.01.02	12:00:00	1.20705	1.20812	1.20562	1.20574	24133	0	1
2018.01.02	16:00:00	1.20572	1.20591	1.20261	1.20447	30047	0	1
2018.01.02	20:00:00	1.20447	1.20652	1.20419	1.20579	9064	0	1
2018.01.03	00:00:00	1.20579	1.20661	1.20444	1.20530	9159	0	1
2018.01.03	04:00:00	1.20529	1.20592	1.20418	1.20583	7533	0	1
2018.01.03	08:00:00	1.20582	1.20605	1.20312	1.20382	20559	0	1
2018.01.03	12:00:00	1.20382	1.20406	1.20107	1.20327	24115	0	1
2018.01.03	16:00:00	1.20326	1.20328	1.20034	1.20273	23444	0	1
2018.01.03	20:00:00	1.20272	1.20301	1.20010	1.20142	15785	0	1
2018.01.04	00:00:00	1.20142	1.20165	1.20043	1.20079	9675	0	1
2018.01.04	04:00:00	1.20079	1.20230	1.20077	1.20191	8052	0	1
2018.01.04	08:00:00	1.20192	1.20460	1.20172	1.20433	21728	0	1
2018.01.04	12:00:00	1.20433	1.20748	1.20414	1.20621	28832	0	1
2018.01.04	16:00:00	1.20622	1.20889	1.20602	1.20744	30086	0	1
2018.01.04	20:00:00	1.20743	1.20802	1.20609	1.20678	11342	0	1
2018.01.05	00:00:00	1.20678	1.20795	1.20640	1.20724	10070	0	1
2018.01.05	04:00:00	1.20723	1.20755	1.20680	1.20715	7892	0	1
2018.01.05	08:00:00	1.20714	1.20744	1.20416	1.20444	21339	0	1
2018.01.05	12:00:00	1.20426	1.20828	1.20419	1.20520	30876	0	1
2018.01.05	16:00:00	1.20522	1.20559	1.20206	1.20471	35649	0	1
2018.01.05	20:00:00	1.20471	1.20508	1.20275	1.20298	7802	0	1
2018.01.08	00:00:00	1.20268	1.20523	1.20258	1.20445	7622	0	1
2018.01.08	04:00:00	1.20445	1.20466	1.20119	1.20198	9764	0	1
2018.01.08	08:00:00	1.20198	1.20227	1.19834	1.19897	17882	0	1
2018.01.08	12:00:00	1.19898	1.20093	1.19685	1.19699	21567	0	1
2018.01.08	16:00:00	1.19700	1.19821	1.19590	1.19774	23125	0	1
2018.01.08	20:00:00	1.19774	1.19774	1.19556	1.19669	8961	0	1
2018.01.09	00:00:00	1.19669	1.19734	1.19578	1.19669	8730	0	1
2018.01.09	04:00:00	1.19670	1.19756	1.19642	1.19651	10028	0	1
2018.01.09	08:00:00	1.19650	1.19708	1.19320	1.19387	26697	0	1
2018.01.09	12:00:00	1.19386	1.19396	1.19155	1.19209	21532	0	1
2018.01.09	16:00:00	1.19209	1.19336	1.19172	1.19212	25321	0	1
2018.01.09	20:00:00	1.19213	1.19391	1.19166	1.19364	8479	0	1
2018.01.10	00:00:00	1.19364	1.19454	1.19277	1.19452	9998	0	1
2018.01.10	04:00:00	1.19451	1.19493	1.19271	1.19280	9539	0	1
2018.01.10	08:00:00	1.19280	1.19549	1.19232	1.19387	27861	0	1
2018.01.10	12:00:00	1.19387	1.20181	1.19316	1.19948	49302	0	1
2018.01.10	16:00:00	1.19949	1.20071	1.19509	1.19601	36436	0	1
2018.01.10	20:00:00	1.19601	1.19678	1.19406	1.19474	18616	0	1
2018.01.11	00:00:00	1.19474	1.19628	1.19463	1.19594	12417	0	1
2018.01.11	04:00:00	1.19595	1.19701	1.19413	1.19522	17151	0	1
2018.01.11	08:00:00	1.19522	1.19522	1.19293	1.19478	25744	0	1
2018.01.11	12:00:00	1.19477	1.20349	1.19364	1.20313	51896	0	1
2018.01.11	16:00:00	1.20312	1.20588	1.20308	1.20377	35442	0	1
2018.01.11	20:00:00	1.20378	1.20475	1.20276	1.20314	12547	0	1
2018.01.12	00:00:00	1.20314	1.20666	1.20308	1.20454	17721	0	1
2018.01.12	04:00:00	1.20452	1.20572	1.20400	1.20441	11284	0	1
2018.01.12	08:00:00	1.20441	1.21368	1.20423	1.21254	45752	0	1
2018.01.12	12:00:00	1.21253	1.21486	1.21121	1.21201	41386	0	1
2018.01.12	16:00:00	1.21200	1.21557	1.21114	1.21344	48871	0	1
2018.01.12	20:00:00	1.21346	1.22185	1.21329	1.22000	24433	0	1
2018.01.15	00:00:00	1.21932	1.22115	1.21875	1.21982	19351	0	1
2018.01.15	04:00:00	1.21984	1.22402	1.21923	1.22230	24036	0	1
2018.01.15	08:00:00	1.22230	1.22695	1.22012	1.22602	34385	0	1
2018.01.15	12:00:00	1.22602	1.22965	1.22514	1.22832	31083	0	1
2018.01.15	16:00:00	1.22832	1.22938	1.22544	1.22718	25544	0	1
2018.01.15	20:00:00	1.22717	1.22785	1.22626	1.22626	21534	0	1
2018.01.16	00:00:00	1.22626	1.22749	1.22479	1.22655	12475	0	1
2018.01.16	04:00:00	1.22655	1.22797	1.22554	1.22627	15862	0	1
2018.01.16	08:00:00	1.22628	1.22834	1.22158	1.22331	50333	0	1
2018.01.16	12:00:00	1.22331	1.22403	1.22015	1.22184	33053	0	1
2018.01.16	16:00:00	1.22185	1.22477	1.21951	1.22436	35141	0	1
2018.01.16	20:00:00	1.22435	1.22807	1.22431	1.22595	17983	0	1
2018.01.17	00:00:00	1.22595	1.23231	1.22544	1.22906	25760	0	1
2018.01.17	04:00:00	1.22906	1.22971	1.22373	1.22443	25736	0	1
2018.01.17	08:00:00	1.22442	1.22512	1.22085	1.22365	44575	0	1
2018.01.17	12:00:00	1.22366	1.22499	1.21963	1.22191	34646	0	1
2018.01.17	16:00:00	1.22192	1.22533	1.22125	1.22518	38998	0	1
2018.01.17	20:00:00	1.22517	1.22881	1.21769	1.21843	34468	0	1
2018.01.18	00:00:00	1.21843	1.22043	1.21652	1.21929	23672	0	1
2018.01.18	04:00:00	1.21929	1.22088	1.21735	1.22067	20848	0	1
2018.01.18	08:00:00	1.22067	1.22178	1.21865	1.22144	30277	0	1
2018.01.18	12:00:00	1.22145	1.22526	1.22123	1.22493	31328	0	1
2018.01.18	16:00:00	1.22493	1.22648	1.22206	1.22284	43018	0	1
2018.01.18	20:00:00	1.22284	1.22472	1.22198	1.22369	18504	0	1
2018.01.19	00:00:00	1.22369	1.22537	1.22316	1.22434	19675	0	1
2018.01.19	04:00:00	1.22435	1.22702	1.22401	1.22607	18972	0	1
2018.01.19	08:00:00	1.22604	1.22954	1.22514	1.22817	34125	0	1
2018.01.19	12:00:00	1.22816	1.22840	1.22392	1.22434	34903	0	1
2018.01.19	16:00:00	1.22434	1.22573	1.22186	1.22325	36152	0	1
2018.01.19	20:00:00	1.22324	1.22387	1.22149	1.22224	16197	0	1
2018.01.22	00:00:00	1.22698	1.22708	1.22252	1.22287	20155	0	1
2018.01.22	04:00:00	1.22287	1.22376	1.22163	1.22313	17085	0	1
2018.01.22	08:00:00	1.22313	1.22558	1.22139	1.22498	28188	0	1
2018.01.22	12:00:00	1.22500	1.22670	1.22335	1.22494	21945	0	1
2018.01.22	16:00:00	1.22494	1.22604	1.22241	1.22435	30870	0	1
2018.01.22	20:00:00	1.22436	1.22628	1.22393	1.22615	11575	0	1
2018.01.23	00:00:00	1.22615	1.22753	1.22550	1.22662	12888	0	1
2018.01.23	04:00:00	1.22661	1.22763	1.22508	1.22579	19772	0	1
2018.01.23	08:00:00	1.22580	1.22711	1.22230	1.22376	34915	0	1
2018.01.23	12:00:00	1.22379	1.22647	1.22340	1.22585	28420	0	1
2018.01.23	16:00:00	1.22586	1.23062	1.22511	1.22793	38206	0	1
2018.01.23	20:00:00	1.22792	1.22996	1.22756	1.22983	13285	0	1
2018.01.24	00:00:00	1.22979	1.23153	1.22912	1.23069	15039	0	1
2018.01.24	04:00:00	1.23071	1.23352	1.23011	1.23244	22689	0	1
2018.01.24	08:00:00	1.23244	1.23560	1.23028	1.23370	43019	0	1
2018.01.24	12:00:00	1.23371	1.23678	1.23295	1.23658	42141	0	1
2018.01.24	16:00:00	1.23658	1.24022	1.23631	1.23915	42801	0	1
2018.01.24	20:00:00	1.23915	1.24149	1.23901	1.24070	20156	0	1
2018.01.25	00:00:00	1.24070	1.24107	1.23846	1.24103	17160	0	1
2018.01.25	04:00:00	1.24104	1.24485	1.24056	1.24480	29078	0	1
2018.01.25	08:00:00	1.24480	1.24594	1.23891	1.24319	61034	0	1
2018.01.25	12:00:00	1.24318	1.24980	1.23973	1.24968	59467	0	1
2018.01.25	16:00:00	1.24967	1.25378	1.24624	1.24923	72306	0	1
2018.01.25	20:00:00	1.24922	1.25064	1.23638	1.23926	69674	0	1
2018.01.26	00:00:00	1.23926	1.24332	1.23699	1.24300	24596	0	0
2018.01.26	04:00:00	1.24298	1.24321	1.24121	1.24310	23704	0	1
2018.01.26	08:00:00	1.24309	1.24938	1.24281	1.24556	52983	0	1
2018.01.26	12:00:00	1.24556	1.24669	1.24206	1.24288	45706	0	1
2018.01.26	16:00:00	1.24289	1.24476	1.24072	1.24391	59297	0	1
2018.01.26	20:00:00	1.24389	1.24502	1.24060	1.24264	27294	0	1
2018.01.29	00:00:00	1.24259	1.24321	1.23957	1.23967	19939	0	1
2018.01.29	04:00:00	1.23966	1.24219	1.23852	1.24137	23232	0	1
2018.01.29	08:00:00	1.24137	1.24289	1.23885	1.24121	42700	0	1
2018.01.29	12:00:00	1.24122	1.24279	1.23591	1.23645	38234	0	1
2018.01.29	16:00:00	1.23645	1.23741	1.23368	1.23717	44910	0	1
2018.01.29	20:00:00	1.23716	1.23901	1.23690	1.23813	15131	0	1
2018.01.30	00:00:00	1.23813	1.23883	1.23683	1.23853	13538	0	1
2018.01.30	04:00:00	1.23853	1.23866	1.23601	1.23639	23633	0	1
2018.01.30	08:00:00	1.23640	1.24077	1.23348	1.23980	37862	0	1
2018.01.30	12:00:00	1.23982	1.24482	1.23946	1.24449	40722	0	1
2018.01.30	16:00:00	1.24448	1.24540	1.23839	1.24053	43302	0	1
2018.01.30	20:00:00	1.24054	1.24068	1.23841	1.24021	17329	0	1
2018.01.31	00:00:00	1.24017	1.24247	1.23963	1.24144	19230	0	1
2018.01.31	04:00:00	1.24145	1.24375	1.23989	1.24369	28758	0	1
2018.01.31	08:00:00	1.24369	1.24626	1.24253	1.24514	41288	0	1
2018.01.31	12:00:00	1.24523	1.24730	1.24396	1.24648	33699	0	1
2018.01.31	16:00:00	1.24648	1.24748	1.24065	1.24149	43734	0	1
2018.01.31	20:00:00	1.24149	1.24378	1.23870	1.24132	41599	0	1
2018.02.01	00:00:00	1.24132	1.24286	1.24041	1.24190	15634	0	1
2018.02.01	04:00:00	1.24188	1.24282	1.24142	1.24207	11517	0	1
2018.02.01	08:00:00	1.24207	1.24497	1.23854	1.24461	41364	0	1
2018.02.01	12:00:00	1.24461	1.24622	1.24246	1.24491	36214	0	1
2018.02.01	16:00:00	1.24491	1.24983	1.24316	1.24783	52381	0	1
2018.02.01	20:00:00	1.24783	1.25220	1.24775	1.25078	28723	0	1
2018.02.02	00:00:00	1.25073	1.25155	1.24920	1.24994	18563	0	1
2018.02.02	04:00:00	1.24993	1.25040	1.24888	1.24958	15265	0	1
2018.02.02	08:00:00	1.24958	1.25181	1.24804	1.24867	33882	0	1
2018.02.02	12:00:00	1.24866	1.24990	1.24381	1.24449	41037	0	1
2018.02.02	16:00:00	1.24449	1.24780	1.24091	1.24692	56336	0	1
2018.02.02	20:00:00	1.24694	1.24907	1.24487	1.24560	31610	0	1
2018.02.05	00:00:00	1.24344	1.24585	1.24245	1.24539	20627	0	1
2018.02.05	04:00:00	1.24540	1.24665	1.24438	1.24604	16917	0	1
2018.02.05	08:00:00	1.24603	1.24749	1.24392	1.24606	35550	0	1
2018.02.05	12:00:00	1.24605	1.24719	1.24360	1.24375	32979	0	1
2018.02.05	16:00:00	1.24376	1.24379	1.23989	1.24287	47983	0	1
2018.02.05	20:00:00	1.24284	1.24288	1.23625	1.23665	58827	0	1
2018.02.06	00:00:00	1.23658	1.23882	1.23641	1.23753	36209	0	1
2018.02.06	04:00:00	1.23755	1.23789	1.23508	1.23757	50072	0	1
2018.02.06	08:00:00	1.23758	1.24346	1.23711	1.24029	60807	0	1
2018.02.06	12:00:00	1.24028	1.24172	1.23222	1.23438	58481	0	1
2018.02.06	16:00:00	1.23438	1.24040	1.23139	1.23911	64806	0	1
2018.02.06	20:00:00	1.23911	1.24046	1.23699	1.23768	27752	0	1
2018.02.07	00:00:00	1.23768	1.23933	1.23704	1.23889	17065	0	1
2018.02.07	04:00:00	1.23888	1.23930	1.23785	1.23904	14870	0	1
2018.02.07	08:00:00	1.23904	1.24060	1.23498	1.23506	39260	0	1
2018.02.07	12:00:00	1.23508	1.23548	1.23335	1.23372	28443	0	1
2018.02.07	16:00:00	1.23373	1.23451	1.22554	1.22699	50375	0	1
2018.02.07	20:00:00	1.22699	1.22824	1.22457	1.22627	30770	0	1
2018.02.08	00:00:00	1.22620	1.22803	1.22519	1.22719	18261	0	1
2018.02.08	04:00:00	1.22718	1.22866	1.22545	1.22749	24416	0	1
2018.02.08	08:00:00	1.22747	1.22948	1.22251	1.22308	42503	0	1
2018.02.08	12:00:00	1.22308	1.22766	1.22121	1.22754	47075	0	1
2018.02.08	16:00:00	1.22756	1.22948	1.22323	1.22500	69328	0	1
2018.02.08	20:00:00	1.22501	1.22727	1.22420	1.22467	35658	0	1
2018.02.09	00:00:00	1.22467	1.22639	1.22428	1.22521	17189	0	1
2018.02.09	04:00:00	1.22522	1.22619	1.22401	1.22575	20852	0	1
2018.02.09	08:00:00	1.22574	1.22873	1.22518	1.22648	36409	0	1
2018.02.09	12:00:00	1.22649	1.22795	1.22270	1.22765	48032	0	1
2018.02.09	16:00:00	1.22765	1.22765	1.22054	1.22141	68382	0	1
2018.02.09	20:00:00	1.22141	1.22548	1.22097	1.22498	40587	0	1
2018.02.12	00:00:00	1.22442	1.22803	1.22396	1.22717	16163	0	1
2018.02.12	04:00:00	1.22718	1.22973	1.22701	1.22826	12520	0	1
2018.02.12	08:00:00	1.22830	1.22958	1.22610	1.22638	35417	0	1
2018.02.12	12:00:00	1.22637	1.22753	1.22350	1.22430	24260	0	1
2018.02.12	16:00:00	1.22431	1.22827	1.22374	1.22751	34045	0	1
2018.02.12	20:00:00	1.22751	1.22973	1.22749	1.22906	14387	0	1
2018.02.13	00:00:00	1.22906	1.23071	1.22854	1.22938	10940	0	1
2018.02.13	04:00:00	1.22937	1.23156	1.22845	1.23135	12928	0	1
2018.02.13	08:00:00	1.23134	1.23377	1.23095	1.23137	36817	0	1
2018.02.13	12:00:00	1.23138	1.23559	1.23121	1.23433	28090	0	1
2018.02.13	16:00:00	1.23434	1.23710	1.23428	1.23530	36126	0	1
